ID,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
1370,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,34.0,231.0,,,,,"$15,000 - $24,999",
1371,2016,Nebraska,Percent of adults aged 18 years and older who have obesity,35.9,1005.0,,,,,"Less than $15,000",
1373,2016,Kansas,Percent of adults aged 18 years and older who have obesity,32.9,493.0,,,,,,Hispanic
1375,2016,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1382,2014,Wyoming,Percent of adults aged 18 years and older who have obesity,44.0,72.0,,,,,,American Indian/Alaska Native
1383,2013,North Dakota,Percent of adults aged 18 years and older who have obesity,31.0,7413.0,Total,,,,,
1384,2016,New Hampshire,Percent of adults aged 18 years and older who have obesity,31.4,713.0,,,,,"$35,000 - $49,999",
1392,2016,Iowa,Percent of adults aged 18 years and older who have obesity,30.0,3549.0,,,,Female,,
1393,2016,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.5,1496.0,,,Some college or technical school,,,
1409,2016,Alaska,Percent of adults aged 18 years and older who have obesity,41.5,230.0,,,,,"$25,000 - $34,999",
1413,2016,Minnesota,Percent of adults aged 18 years and older who have obesity,29.2,2452.0,,,,,"$50,000 - $74,999",
1415,2016,Alaska,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1420,2016,Georgia,Percent of adults aged 18 years and older who have obesity,23.6,776.0,,,,,Data not reported,
1423,2016,Iowa,Percent of adults aged 18 years and older who have obesity,38.3,419.0,,,,,"Less than $15,000",
1425,2013,New Mexico,Percent of adults aged 18 years and older who have obesity,9.7,63.0,,,,,,Asian
1427,2016,Illinois,Percent of adults aged 18 years and older who have obesity,11.5,165.0,,,,,,Asian
1428,2016,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
1429,2016,Arkansas,Percent of adults aged 18 years and older who have obesity,31.1,602.0,,,,,"$50,000 - $74,999",
1434,2016,District of Columbia,Percent of adults aged 18 years and older who have obesity,37.4,1901.0,,,,,,Non-Hispanic Black
1436,2016,Ohio,Percent of adults aged 18 years and older who have obesity,29.7,944.0,,25 - 34,,,,
1437,2016,Iowa,Percent of adults aged 18 years and older who have obesity,18.4,364.0,,18 - 24,,,,
1438,2016,Alabama,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1448,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,32.5,365.0,,,College graduate,,,
1450,2016,Tennessee,Percent of adults aged 18 years and older who have obesity,36.7,1831.0,,,High school graduate,,,
1453,2012,Michigan,Percent of adults aged 18 years and older who have obesity,35.6,2287.0,,55 - 64,,,,
1455,2014,Utah,Percent of adults aged 18 years and older who have obesity,28.6,1838.0,,,,,"$35,000 - $49,999",
1456,2016,Virginia,Percent of adults aged 18 years and older who have obesity,25.7,895.0,,25 - 34,,,,
1457,2016,California,Percent of adults aged 18 years and older who have obesity,23.3,5273.0,,,,,,Non-Hispanic White
1464,2013,Louisiana,Percent of adults aged 18 years and older who have obesity,38.4,581.0,,,,,"$35,000 - $49,999",
1466,2016,Minnesota,Percent of adults aged 18 years and older who have obesity,27.6,13621.0,,,,,,Non-Hispanic White
1467,2016,Oregon,Percent of adults aged 18 years and older who have obesity,32.7,681.0,,,,,"$15,000 - $24,999",
1468,2016,District of Columbia,Percent of adults aged 18 years and older who have obesity,13.4,1857.0,,,College graduate,,,
1478,2016,Minnesota,Percent of adults aged 18 years and older who have obesity,22.3,6230.0,,,College graduate,,,
1484,2016,Colorado,Percent of adults aged 18 years and older who have obesity,19.1,1298.0,,25 - 34,,,,
1488,2016,Texas,Percent of adults aged 18 years and older who have obesity,30.0,4329.0,,65 or older,,,,
1492,2016,National,Percent of adults aged 18 years and older who have obesity,27.2,42706.0,,25 - 34,,,,
1493,2016,Indiana,Percent of adults aged 18 years and older who have obesity,33.3,1425.0,,,,,"$35,000 - $49,999",
1499,2016,Maine,Percent of adults aged 18 years and older who have obesity,35.7,441.0,,,Less than high school,,,
1500,2016,New Jersey,Percent of adults aged 18 years and older who have obesity,30.8,635.0,,,,,"$35,000 - $49,999",
1501,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,39.0,374.0,,,High school graduate,,,
1503,2016,Montana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Non-Hispanic Black
1505,2016,Guam,Percent of adults aged 18 years and older who have obesity,30.6,224.0,,25 - 34,,,,
1511,2013,Illinois,Percent of adults aged 18 years and older who have obesity,26.5,68.0,,,,,,2 or more races
1513,2011,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
1517,2016,Guam,Percent of adults aged 18 years and older who have obesity,9.5,474.0,,,,,,Asian
1521,2016,Idaho,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
1526,2016,Ohio,Percent of adults aged 18 years and older who have obesity,38.6,979.0,,,,,"Less than $15,000",
1527,2016,Vermont,Percent of adults aged 18 years and older who have obesity,20.8,54.0,,,,,,Other
1531,2016,Puerto Rico,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
1535,2016,Alabama,Percent of adults aged 18 years and older who have obesity,35.3,600.0,,,,,"$25,000 - $34,999",
1538,2016,Alaska,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
1540,2016,Illinois,Percent of adults aged 18 years and older who have obesity,17.3,342.0,,18 - 24,,,,
1547,2016,Wisconsin,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
1550,2016,Vermont,Percent of adults aged 18 years and older who have obesity,26.0,819.0,,,,,"$35,000 - $49,999",
1551,2011,New Hampshire,Percent of adults aged 18 years and older who have obesity,27.4,1171.0,,45 - 54,,,,
1553,2016,Minnesota,Percent of adults aged 18 years and older who have obesity,28.6,4580.0,,65 or older,,,,
1555,2011,Nebraska,Percent of adults aged 18 years and older who have obesity,30.3,8615.0,,,High school graduate,,,
1563,2016,South Carolina,Percent of adults aged 18 years and older who have obesity,28.7,4262.0,,65 or older,,,,
1568,2016,Illinois,Percent of adults aged 18 years and older who have obesity,27.6,505.0,,25 - 34,,,,
1574,2016,North Carolina,Percent of adults aged 18 years and older who have obesity,33.4,784.0,,,,,"$50,000 - $74,999",
1576,2016,Texas,Percent of adults aged 18 years and older who have obesity,31.0,6941.0,,,,,,Non-Hispanic White
1578,2016,Texas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
1579,2016,Washington,Percent of adults aged 18 years and older who have obesity,33.5,323.0,,,,,,2 or more races
1580,2016,Arizona,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1585,2013,Utah,Percent of adults aged 18 years and older who have obesity,25.5,2108.0,,,,,"$50,000 - $74,999",
1586,2016,Utah,Percent of adults aged 18 years and older who have obesity,8.9,813.0,,18 - 24,,,,
1592,2013,Rhode Island,Percent of adults aged 18 years and older who have obesity,23.5,1652.0,,,,,"$75,000 or greater",
1593,2016,Arizona,Percent of adults aged 18 years and older who have obesity,30.5,2280.0,,,High school graduate,,,
1598,2016,Arkansas,Percent of adults aged 18 years and older who have obesity,32.1,93.0,,,,,,2 or more races
1602,2016,New Jersey,Percent of adults aged 18 years and older who have obesity,14.2,333.0,,18 - 24,,,,
1604,2016,Utah,Percent of adults aged 18 years and older who have obesity,28.8,589.0,,,,,,Hispanic
1613,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1614,2016,Missouri,Percent of adults aged 18 years and older who have obesity,37.9,574.0,,,Less than high school,,,
1628,2016,Arizona,Percent of adults aged 18 years and older who have obesity,31.3,222.0,,,,,,Non-Hispanic Black
1643,2016,Minnesota,Percent of adults aged 18 years and older who have obesity,24.6,1809.0,,25 - 34,,,,
1649,2016,Massachusetts,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
1654,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,32.7,170.0,,,,,,Hispanic
1655,2013,North Dakota,Percent of adults aged 18 years and older who have obesity,26.8,2211.0,,,College graduate,,,
1656,2016,Oklahoma,Percent of adults aged 18 years and older who have obesity,4.1,61.0,,,,,,Asian
1659,2016,South Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Non-Hispanic Black
1661,2016,Arkansas,Percent of adults aged 18 years and older who have obesity,33.5,831.0,,,,,"$15,000 - $24,999",
1663,2016,Hawaii,Percent of adults aged 18 years and older who have obesity,18.0,2481.0,,,,,,Non-Hispanic White
1667,2016,Arizona,Percent of adults aged 18 years and older who have obesity,30.2,4358.0,,,,Male,,
1670,2016,New Mexico,Percent of adults aged 18 years and older who have obesity,37.5,534.0,,,,,,American Indian/Alaska Native
1671,2016,Arizona,Percent of adults aged 18 years and older who have obesity,28.3,97.0,,,,,,Other
1672,2016,Washington,Percent of adults aged 18 years and older who have obesity,32.4,1418.0,,,,,"$15,000 - $24,999",
1673,2015,New York,Percent of adults aged 18 years and older who have obesity,26.4,957.0,,,,,"$25,000 - $34,999",
1675,2016,District of Columbia,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
1677,2016,Pennsylvania,Percent of adults aged 18 years and older who have obesity,38.5,534.0,,,,,,Non-Hispanic Black
1683,2011,New Mexico,Percent of adults aged 18 years and older who have obesity,27.7,1114.0,,,,,"$50,000 - $74,999",
1686,2016,Ohio,Percent of adults aged 18 years and older who have obesity,30.9,1478.0,,,,,"$35,000 - $49,999",
1688,2016,West Virginia,Percent of adults aged 18 years and older who have obesity,43.9,173.0,,,,,,Non-Hispanic Black
1689,2016,Missouri,Percent of adults aged 18 years and older who have obesity,33.4,889.0,,,,,"$50,000 - $74,999",
1690,2016,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.3,6367.0,Total,,,,,
1699,2015,Minnesota,Percent of adults aged 18 years and older who have obesity,30.3,586.0,,,Less than high school,,,
1700,2016,Texas,Percent of adults aged 18 years and older who have obesity,35.5,1502.0,,,,,"$50,000 - $74,999",
1704,2016,Puerto Rico,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1708,2016,California,Percent of adults aged 18 years and older who have obesity,25.0,10352.0,Total,,,,,
1711,2012,Massachusetts,Percent of adults aged 18 years and older who have obesity,22.0,99.0,,,,,,American Indian/Alaska Native
1714,2016,Alaska,Percent of adults aged 18 years and older who have obesity,32.8,153.0,,,Less than high school,,,
1716,2016,Texas,Percent of adults aged 18 years and older who have obesity,36.3,1035.0,,,,,"$25,000 - $34,999",
1717,2014,Rhode Island,Percent of adults aged 18 years and older who have obesity,27.1,55.0,,,,,,2 or more races
1718,2015,Delaware,Percent of adults aged 18 years and older who have obesity,36.1,308.0,,,Less than high school,,,
1721,2016,Washington,Percent of adults aged 18 years and older who have obesity,37.6,835.0,,,,,"Less than $15,000",
1726,2016,West Virginia,Percent of adults aged 18 years and older who have obesity,43.3,706.0,,,,,"$25,000 - $34,999",
1731,2016,District of Columbia,Percent of adults aged 18 years and older who have obesity,32.4,60.0,,,,,,Other
1738,2016,District of Columbia,Percent of adults aged 18 years and older who have obesity,18.7,383.0,,,,,"$50,000 - $74,999",
1740,2016,Maryland,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1746,2016,South Carolina,Percent of adults aged 18 years and older who have obesity,16.9,484.0,,18 - 24,,,,
1747,2013,Virginia,Percent of adults aged 18 years and older who have obesity,12.4,434.0,,18 - 24,,,,
1749,2016,Wyoming,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1750,2016,Idaho,Percent of adults aged 18 years and older who have obesity,23.8,704.0,,,,,"$35,000 - $49,999",
1754,2015,Indiana,Percent of adults aged 18 years and older who have obesity,29.5,2209.0,,65 or older,,,,
1760,2016,Vermont,Percent of adults aged 18 years and older who have obesity,34.5,299.0,,,Less than high school,,,
1762,2016,Virgin Islands,Percent of adults aged 18 years and older who have obesity,21.3,148.0,,,,,,Non-Hispanic White
1763,2016,California,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
1768,2016,Delaware,Percent of adults aged 18 years and older who have obesity,30.7,1713.0,,,,Male,,
1772,2016,Arkansas,Percent of adults aged 18 years and older who have obesity,32.1,1918.0,,,,Male,,
1774,2016,Connecticut,Percent of adults aged 18 years and older who have obesity,23.4,1580.0,,,,,Data not reported,
1776,2016,South Dakota,Percent of adults aged 18 years and older who have obesity,28.7,1897.0,,,College graduate,,,
1777,2016,Virginia,Percent of adults aged 18 years and older who have obesity,29.5,4535.0,,,,Female,,
1778,2013,New Mexico,Percent of adults aged 18 years and older who have obesity,26.9,1136.0,,,,,"$35,000 - $49,999",
1782,2011,Mississippi,Percent of adults aged 18 years and older who have obesity,29.2,1199.0,,,,,Data not reported,
1784,2016,New Mexico,Percent of adults aged 18 years and older who have obesity,22.4,1832.0,,,College graduate,,,
1789,2016,Florida,Percent of adults aged 18 years and older who have obesity,29.7,9984.0,,,High school graduate,,,
1793,2016,Wisconsin,Percent of adults aged 18 years and older who have obesity,25.1,112.0,,,,,,Hispanic
1797,2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,16.9,251.0,,18 - 24,,,,
1798,2016,Colorado,Percent of adults aged 18 years and older who have obesity,20.6,4742.0,,,,,"$75,000 or greater",
1802,2016,New York,Percent of adults aged 18 years and older who have obesity,29.8,414.0,,,,,,2 or more races
1805,2016,Rhode Island,Percent of adults aged 18 years and older who have obesity,30.7,363.0,,,,,"$25,000 - $34,999",
1810,2016,New Jersey,Percent of adults aged 18 years and older who have obesity,25.0,620.0,,25 - 34,,,,
1811,2016,Florida,Percent of adults aged 18 years and older who have obesity,32.2,3093.0,,,,,"Less than $15,000",
1819,2014,Rhode Island,Percent of adults aged 18 years and older who have obesity,13.3,62.0,,,,,,Asian
1824,2016,Rhode Island,Percent of adults aged 18 years and older who have obesity,22.4,786.0,,,,,Data not reported,
1831,2016,National,Percent of adults aged 18 years and older who have obesity,35.1,68854.0,,45 - 54,,,,
1832,2016,New Hampshire,Percent of adults aged 18 years and older who have obesity,31.1,356.0,,,,,"Less than $15,000",
1836,2016,Wisconsin,Percent of adults aged 18 years and older who have obesity,48.9,60.0,,,,,,American Indian/Alaska Native
1838,2012,West Virginia,Percent of adults aged 18 years and older who have obesity,26.1,276.0,,18 - 24,,,,
1846,2016,Maryland,Percent of adults aged 18 years and older who have obesity,39.2,99.0,,,,,,American Indian/Alaska Native
