,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
3406,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,35.7,1691.0,,35 - 44,,,,
3407,2018,Guam,Percent of adults aged 18 years and older who have obesity,32.3,224.0,,35 - 44,,,,
3408,2018,Alabama,Percent of adults aged 18 years and older who have obesity,38.1,562.0,,25 - 34,,,,
3409,2018,Texas,Percent of adults aged 18 years and older who have obesity,20.8,661.0,,18 - 24,,,,
3410,2018,Virginia,Percent of adults aged 18 years and older who have obesity,29.3,6889.0,,,,,,Non-Hispanic White
3411,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,25.7,2767.0,Total,,,,,
3412,2018,California,Percent of adults aged 18 years and older who have obesity,25.6,5122.0,,,,Female,,
3413,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,28.3,762.0,,,,,"$50,000 - $74,999",
3414,2018,Colorado,Percent of adults aged 18 years and older who have obesity,31.1,198.0,,,,,,Non-Hispanic Black
3415,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,42.6,3201.0,,,,Female,,
3416,2018,Montana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3417,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
3418,2018,Maryland,Percent of adults aged 18 years and older who have obesity,37.0,1036.0,,,,,"$25,000 - $34,999",
3419,2018,Illinois,Percent of adults aged 18 years and older who have obesity,16.8,388.0,,18 - 24,,,,
3420,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,35.1,1258.0,,,,,"$35,000 - $49,999",
3421,2018,Alabama,Percent of adults aged 18 years and older who have obesity,25.4,68.0,,,,,,American Indian/Alaska Native
3422,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,35.5,661.0,,25 - 34,,,,
3423,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,37.8,699.0,,35 - 44,,,,
3424,2018,California,Percent of adults aged 18 years and older who have obesity,27.0,1073.0,,,,,"$35,000 - $49,999",
3425,2018,Texas,Percent of adults aged 18 years and older who have obesity,38.6,2102.0,,,,,,Hispanic
3426,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,27.4,407.0,,,,,"$25,000 - $34,999",
3427,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3428,2018,Missouri,Percent of adults aged 18 years and older who have obesity,20.6,270.0,,18 - 24,,,,
3429,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,27.4,9722.0,Total,,,,,
3430,2018,Nevada,Percent of adults aged 18 years and older who have obesity,28.1,988.0,,65 or older,,,,
3431,2018,Washington,Percent of adults aged 18 years and older who have obesity,31.8,2600.0,,,High school graduate,,,
3432,2018,Vermont,Percent of adults aged 18 years and older who have obesity,27.4,1393.0,,,Some college or technical school,,,
3433,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,33.3,1320.0,,,,,"$75,000 or greater",
3436,2018,Nevada,Percent of adults aged 18 years and older who have obesity,29.5,3005.0,Total,,,,,
3437,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,46.2,536.0,,35 - 44,,,,
3438,2018,Colorado,Percent of adults aged 18 years and older who have obesity,12.0,520.0,,18 - 24,,,,
3439,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,33.5,715.0,,45 - 54,,,,
3440,2018,Idaho,Percent of adults aged 18 years and older who have obesity,27.9,2997.0,,,,,,Non-Hispanic White
3441,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,33.2,1244.0,,,,,"$15,000 - $24,999",
3442,2018,Utah,Percent of adults aged 18 years and older who have obesity,30.0,780.0,,,,,,Hispanic
3443,2018,Maine,Percent of adults aged 18 years and older who have obesity,42.3,97.0,,,,,,American Indian/Alaska Native
3444,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3445,2018,Vermont,Percent of adults aged 18 years and older who have obesity,25.3,55.0,,,,,,Other
3446,2018,Washington,Percent of adults aged 18 years and older who have obesity,30.2,136.0,,,,,,American Indian/Alaska Native
3449,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,35.3,2522.0,,,,Female,,
3450,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,38.4,651.0,,,,,"$35,000 - $49,999",
3451,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
3452,2018,Delaware,Percent of adults aged 18 years and older who have obesity,32.5,1710.0,,65 or older,,,,
3453,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,29.3,3327.0,,,College graduate,,,
3454,2018,Montana,Percent of adults aged 18 years and older who have obesity,24.1,1826.0,,65 or older,,,,
3456,2018,Nevada,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3457,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.2,4820.0,,,,,,Non-Hispanic White
3458,2018,Alabama,Percent of adults aged 18 years and older who have obesity,39.8,969.0,,45 - 54,,,,
3459,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,12.4,405.0,,18 - 24,,,,
3460,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,36.1,427.0,,,,,"$15,000 - $24,999",
3461,2018,Missouri,Percent of adults aged 18 years and older who have obesity,31.3,2550.0,,65 or older,,,,
3462,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,24.9,7474.0,Total,,,,,
3463,2018,Michigan,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3465,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,58.6,82.0,,,,,,American Indian/Alaska Native
3466,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,31.6,549.0,,25 - 34,,,,
3467,2018,Kansas,Percent of adults aged 18 years and older who have obesity,31.9,2964.0,,,,,"$75,000 or greater",
3468,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3469,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,"Less than $15,000",
3470,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,39.7,624.0,,,,,"$50,000 - $74,999",
3471,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,33.4,1421.0,,55 - 64,,,,
3473,2018,Illinois,Percent of adults aged 18 years and older who have obesity,30.6,3268.0,,,,,,Non-Hispanic White
3474,2018,National,Percent of adults aged 18 years and older who have obesity,31.3,209072.0,,,,Female,,
3475,2018,Maryland,Percent of adults aged 18 years and older who have obesity,35.4,3561.0,,55 - 64,,,,
3476,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.8,466.0,,,,,"$25,000 - $34,999",
3477,2018,Montana,Percent of adults aged 18 years and older who have obesity,30.0,717.0,,,,,"$50,000 - $74,999",
3478,2018,Missouri,Percent of adults aged 18 years and older who have obesity,50.9,101.0,,,,,,Hispanic
3480,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hispanic
3481,2018,Alabama,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3482,2018,Virginia,Percent of adults aged 18 years and older who have obesity,33.1,2438.0,,,Some college or technical school,,,
3483,2018,Kansas,Percent of adults aged 18 years and older who have obesity,32.9,986.0,,25 - 34,,,,
3485,2018,Montana,Percent of adults aged 18 years and older who have obesity,23.7,102.0,,,,,,Hispanic
3486,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.8,2857.0,,,,Female,,
3487,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,34.6,448.0,,,Less than high school,,,
3489,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,38.8,1911.0,,,,,"$15,000 - $24,999",
3490,2018,Maine,Percent of adults aged 18 years and older who have obesity,23.5,4026.0,,,College graduate,,,
3491,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,26.5,1507.0,,55 - 64,,,,
3492,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,36.4,3517.0,,,,Male,,
3493,2018,Florida,Percent of adults aged 18 years and older who have obesity,27.8,5619.0,,65 or older,,,,
3494,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,27.1,521.0,,35 - 44,,,,
3496,2018,Arizona,Percent of adults aged 18 years and older who have obesity,29.4,892.0,,,,,"$35,000 - $49,999",
3497,2018,Oregon,Percent of adults aged 18 years and older who have obesity,33.7,731.0,,,,,"$15,000 - $24,999",
3498,2018,National,Percent of adults aged 18 years and older who have obesity,33.7,55168.0,,,,,"$50,000 - $74,999",
3499,2018,Texas,Percent of adults aged 18 years and older who have obesity,34.8,10187.0,Total,,,,,
3500,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,33.9,12136.0,,,,,,Non-Hispanic White
3501,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,39.9,552.0,,,,,"$50,000 - $74,999",
3502,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,16.6,223.0,,18 - 24,,,,
3504,2018,Michigan,Percent of adults aged 18 years and older who have obesity,33.3,1356.0,,,,,"$50,000 - $74,999",
3505,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,40.0,111.0,,,,,,2 or more races
3507,2018,Indiana,Percent of adults aged 18 years and older who have obesity,30.2,2218.0,,,College graduate,,,
3508,2018,Alabama,Percent of adults aged 18 years and older who have obesity,39.2,649.0,,,Less than high school,,,
3509,2018,Ohio,Percent of adults aged 18 years and older who have obesity,31.0,1067.0,,25 - 34,,,,
3510,2018,Maryland,Percent of adults aged 18 years and older who have obesity,27.4,1163.0,,25 - 34,,,,
3511,2018,New York,Percent of adults aged 18 years and older who have obesity,27.3,16247.0,,,,Female,,
3514,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,28.7,1022.0,,,,,"$15,000 - $24,999",
3515,2018,Montana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3516,2018,Alabama,Percent of adults aged 18 years and older who have obesity,34.2,4198.0,,,,,,Non-Hispanic White
3517,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,26.9,313.0,,,Less than high school,,,
3519,2018,Indiana,Percent of adults aged 18 years and older who have obesity,37.6,1470.0,,55 - 64,,,,
3520,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,34.8,519.0,,35 - 44,,,,
3521,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,29.2,559.0,,25 - 34,,,,
3522,2018,Florida,Percent of adults aged 18 years and older who have obesity,33.9,1411.0,,35 - 44,,,,
3523,2018,Guam,Percent of adults aged 18 years and older who have obesity,23.9,138.0,,18 - 24,,,,
3524,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,32.7,2830.0,,,,Female,,
3526,2018,Oregon,Percent of adults aged 18 years and older who have obesity,35.5,320.0,,,Less than high school,,,
3527,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,34.4,394.0,,,,,"Less than $15,000",
3528,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3529,2018,California,Percent of adults aged 18 years and older who have obesity,24.2,2551.0,,65 or older,,,,
3530,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,Female,,
3531,2018,Georgia,Percent of adults aged 18 years and older who have obesity,35.6,1228.0,,,,,"$15,000 - $24,999",
3532,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,35.4,1422.0,,,High school graduate,,,
3533,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3534,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,28.7,2275.0,,,,,"$75,000 or greater",
3536,2018,National,Percent of adults aged 18 years and older who have obesity,30.9,396022.0,Total,,,,,
3537,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,34.6,768.0,,,,,"$50,000 - $74,999",
3538,2018,Alabama,Percent of adults aged 18 years and older who have obesity,43.7,628.0,,,,,"Less than $15,000",
3539,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,33.5,3293.0,,,,Female,,
3540,2018,Texas,Percent of adults aged 18 years and older who have obesity,36.2,5451.0,,,,Female,,
3541,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,34.5,738.0,,,,,"$15,000 - $24,999",
3542,2018,Vermont,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3543,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,25.5,3312.0,,,,,,Non-Hispanic White
3544,2018,Maine,Percent of adults aged 18 years and older who have obesity,30.4,10224.0,Total,,,,,
3545,2018,Colorado,Percent of adults aged 18 years and older who have obesity,22.9,1149.0,,,,,"$50,000 - $74,999",
3548,2018,Alaska,Percent of adults aged 18 years and older who have obesity,29.1,351.0,,,,,,American Indian/Alaska Native
3549,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3550,2018,Iowa,Percent of adults aged 18 years and older who have obesity,39.3,1734.0,,55 - 64,,,,
3551,2018,Florida,Percent of adults aged 18 years and older who have obesity,25.7,2170.0,,,,,Data not reported,
3554,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,35.9,615.0,,25 - 34,,,,
3555,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,29.9,4520.0,,,,,,Non-Hispanic White
3556,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,28.7,655.0,,,,,Data not reported,
3558,2018,Georgia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3559,2018,Oregon,Percent of adults aged 18 years and older who have obesity,29.5,715.0,,25 - 34,,,,
3560,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,42.5,794.0,,,,,"$15,000 - $24,999",
3561,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,25.3,328.0,,,,,"Less than $15,000",
3563,2018,Washington,Percent of adults aged 18 years and older who have obesity,22.4,1743.0,,,,,Data not reported,
3564,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,31.1,710.0,,,,,,Hispanic
3565,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,28.5,2279.0,,,College graduate,,,
3566,2018,Arizona,Percent of adults aged 18 years and older who have obesity,36.7,1025.0,,45 - 54,,,,
3568,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,24.9,3916.0,,,,,"$75,000 or greater",
3569,2018,Georgia,Percent of adults aged 18 years and older who have obesity,32.1,141.0,,,,,,2 or more races
3570,2018,Illinois,Percent of adults aged 18 years and older who have obesity,10.2,185.0,,,,,,Asian
3571,2018,Idaho,Percent of adults aged 18 years and older who have obesity,33.3,1037.0,,,Some college or technical school,,,
3572,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,32.5,1639.0,,,Some college or technical school,,,
3573,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,65 or older,,,,
3574,2018,Texas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3575,2018,Texas,Percent of adults aged 18 years and older who have obesity,35.6,873.0,,,,,"Less than $15,000",
3576,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,41.7,861.0,,,,,,Non-Hispanic Black
3577,2018,Alaska,Percent of adults aged 18 years and older who have obesity,29.3,290.0,,25 - 34,,,,
3578,2018,Maine,Percent of adults aged 18 years and older who have obesity,34.6,532.0,,,Less than high school,,,
3579,2018,Idaho,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3580,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3581,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,27.6,759.0,,25 - 34,,,,
3582,2018,Illinois,Percent of adults aged 18 years and older who have obesity,33.2,2521.0,,,,Female,,
3584,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,40.8,1626.0,,,Some college or technical school,,,
3585,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,36.8,4475.0,,,,Female,,
3586,2018,Georgia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3587,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,29.0,130.0,,,,,,2 or more races
3589,2018,Vermont,Percent of adults aged 18 years and older who have obesity,19.4,2742.0,,,College graduate,,,
3590,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,34.3,10082.0,Total,,,,,
3591,2018,Iowa,Percent of adults aged 18 years and older who have obesity,35.3,8428.0,Total,,,,,
3593,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,27.5,451.0,,25 - 34,,,,
3594,2018,Arizona,Percent of adults aged 18 years and older who have obesity,38.7,667.0,,,,,"Less than $15,000",
3595,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,34.1,588.0,,,,,Data not reported,
3596,2018,Iowa,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3598,2018,Idaho,Percent of adults aged 18 years and older who have obesity,23.9,359.0,,,,,Data not reported,
3599,2018,Nevada,Percent of adults aged 18 years and older who have obesity,27.9,377.0,,,,,"$15,000 - $24,999",
3600,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,36.4,486.0,,,Less than high school,,,
3602,2018,Kansas,Percent of adults aged 18 years and older who have obesity,31.0,3700.0,,65 or older,,,,
3604,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3605,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,31.8,314.0,,,,,"$15,000 - $24,999",
3606,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,32.3,4173.0,,,,Male,,
3607,2018,Maine,Percent of adults aged 18 years and older who have obesity,27.7,664.0,,25 - 34,,,,
3608,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,37.0,2757.0,,,,Female,,
3609,2018,Michigan,Percent of adults aged 18 years and older who have obesity,31.5,56.0,,,,,,Other
3611,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,35.5,252.0,,,,,,2 or more races
3612,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,23.6,85.0,,,,,,2 or more races
3613,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,40.3,771.0,,55 - 64,,,,
3614,2018,Delaware,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3615,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,39.2,394.0,,,,,"Less than $15,000",
3616,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,37.4,451.0,,35 - 44,,,,
3617,2018,California,Percent of adults aged 18 years and older who have obesity,25.8,10856.0,Total,,,,,
3618,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,28.9,187.0,,,,,"$25,000 - $34,999",
3619,2018,Utah,Percent of adults aged 18 years and older who have obesity,26.6,3541.0,,,,,"$75,000 or greater",
3620,2018,Ohio,Percent of adults aged 18 years and older who have obesity,32.7,4539.0,,65 or older,,,,
3621,2018,Maryland,Percent of adults aged 18 years and older who have obesity,38.7,3025.0,,,,,,Non-Hispanic Black
3622,2018,National,Percent of adults aged 18 years and older who have obesity,33.2,35153.0,,,,,"$25,000 - $34,999",
3624,2018,Missouri,Percent of adults aged 18 years and older who have obesity,32.0,1363.0,,,,,"$75,000 or greater",
3626,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,36.0,442.0,,,Less than high school,,,
3627,2018,Illinois,Percent of adults aged 18 years and older who have obesity,35.7,821.0,,45 - 54,,,,
3629,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,32.8,3716.0,,,High school graduate,,,
3630,2018,Oregon,Percent of adults aged 18 years and older who have obesity,26.9,1631.0,,,,,"$75,000 or greater",
3632,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3633,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3634,2018,Nevada,Percent of adults aged 18 years and older who have obesity,25.6,786.0,,,High school graduate,,,
3636,2018,Indiana,Percent of adults aged 18 years and older who have obesity,34.2,3814.0,,,,Female,,
3637,2018,Missouri,Percent of adults aged 18 years and older who have obesity,41.7,758.0,,45 - 54,,,,
3638,2018,Michigan,Percent of adults aged 18 years and older who have obesity,37.7,2006.0,,55 - 64,,,,
3639,2018,Montana,Percent of adults aged 18 years and older who have obesity,21.8,775.0,,,,,Data not reported,
3640,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,33.7,381.0,,,,,"Less than $15,000",
3641,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,30.9,590.0,,,,,"$15,000 - $24,999",
3642,2018,Georgia,Percent of adults aged 18 years and older who have obesity,34.9,1075.0,,35 - 44,,,,
3644,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,30.7,1523.0,,65 or older,,,,
3645,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,34.9,298.0,,,,,"$35,000 - $49,999",
3646,2018,Florida,Percent of adults aged 18 years and older who have obesity,33.7,1274.0,,,,,,Hispanic
3647,2018,Oregon,Percent of adults aged 18 years and older who have obesity,9.8,80.0,,,,,,Asian
3648,2018,California,Percent of adults aged 18 years and older who have obesity,25.4,1754.0,,25 - 34,,,,
3649,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,34.9,4782.0,,,,,,Non-Hispanic White
3650,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,College graduate,,,
3651,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,32.9,4637.0,Total,,,,,
3652,2018,New York,Percent of adults aged 18 years and older who have obesity,12.4,845.0,,,,,,Asian
3653,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,20.1,327.0,,,,,,Asian
3654,2018,Maine,Percent of adults aged 18 years and older who have obesity,35.4,878.0,,,,,"Less than $15,000",
3656,2018,Vermont,Percent of adults aged 18 years and older who have obesity,21.1,895.0,,,,,Data not reported,
3657,2018,Kansas,Percent of adults aged 18 years and older who have obesity,43.5,115.0,,,,,,American Indian/Alaska Native
3658,2018,California,Percent of adults aged 18 years and older who have obesity,10.9,866.0,,,,,,Asian
3659,2018,Indiana,Percent of adults aged 18 years and older who have obesity,29.7,1295.0,,,,,Data not reported,
3661,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,39.2,402.0,,,,,"$25,000 - $34,999",
3662,2018,Iowa,Percent of adults aged 18 years and older who have obesity,20.9,606.0,,18 - 24,,,,
3663,2018,Guam,Percent of adults aged 18 years and older who have obesity,31.5,239.0,,,,,"$15,000 - $24,999",
3665,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,37.4,111.0,,,,,,2 or more races
3666,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,30.3,779.0,,55 - 64,,,,
3667,2018,Alaska,Percent of adults aged 18 years and older who have obesity,31.8,751.0,,,Some college or technical school,,,
3668,2018,Florida,Percent of adults aged 18 years and older who have obesity,37.9,1358.0,,,,,,Non-Hispanic Black
3669,2018,Colorado,Percent of adults aged 18 years and older who have obesity,22.3,405.0,,,,,"Less than $15,000",
3670,2018,Maryland,Percent of adults aged 18 years and older who have obesity,29.5,6354.0,,,,,"$75,000 or greater",
3671,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,23.2,796.0,,,,,Data not reported,
3672,2018,Missouri,Percent of adults aged 18 years and older who have obesity,34.4,2591.0,,,,Male,,
3673,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3674,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3675,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,33.0,4294.0,Total,,,,,
3677,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3678,2018,New York,Percent of adults aged 18 years and older who have obesity,32.4,5312.0,,45 - 54,,,,
3679,2018,Arizona,Percent of adults aged 18 years and older who have obesity,8.1,88.0,,,,,,Asian
3680,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,6.5,188.0,,,,,,Asian
3681,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,39.0,924.0,,,,,"Less than $15,000",
3682,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,35.8,669.0,,,High school graduate,,,
3683,2018,Utah,Percent of adults aged 18 years and older who have obesity,28.7,5015.0,,,,Male,,
3684,2018,Vermont,Percent of adults aged 18 years and older who have obesity,27.2,3191.0,,,,Female,,
3685,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.3,1708.0,,,,,"$75,000 or greater",
3686,2018,Indiana,Percent of adults aged 18 years and older who have obesity,35.4,686.0,,,,,"$25,000 - $34,999",
3687,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,7.6,125.0,,,,,,Asian
3688,2018,Nevada,Percent of adults aged 18 years and older who have obesity,23.5,501.0,,,,,Data not reported,
3689,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,30.5,386.0,,,Less than high school,,,
3690,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,41.9,2745.0,,55 - 64,,,,
3691,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,34.1,96.0,,,,,,Hispanic
3692,2018,Idaho,Percent of adults aged 18 years and older who have obesity,27.1,1657.0,,,,Female,,
3693,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,28.4,4504.0,,,,Male,,
3694,2018,Utah,Percent of adults aged 18 years and older who have obesity,16.9,977.0,,18 - 24,,,,
3695,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,33.9,594.0,,25 - 34,,,,
3696,2018,Alaska,Percent of adults aged 18 years and older who have obesity,31.2,911.0,,,,,"$75,000 or greater",
3697,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,39.0,482.0,,35 - 44,,,,
3698,2018,Washington,Percent of adults aged 18 years and older who have obesity,30.6,1293.0,,,,,"$15,000 - $24,999",
3699,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3700,2018,Iowa,Percent of adults aged 18 years and older who have obesity,35.0,7599.0,,,,,,Non-Hispanic White
3702,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,20.9,3270.0,,,College graduate,,,
3704,2018,Missouri,Percent of adults aged 18 years and older who have obesity,36.7,827.0,,,,,"$15,000 - $24,999",
3706,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,40.7,1623.0,,,High school graduate,,,
3707,2018,Florida,Percent of adults aged 18 years and older who have obesity,31.9,4160.0,,,High school graduate,,,
3708,2018,New York,Percent of adults aged 18 years and older who have obesity,32.1,309.0,,,,,,American Indian/Alaska Native
3709,2018,Ohio,Percent of adults aged 18 years and older who have obesity,16.7,91.0,,,,,,American Indian/Alaska Native
3712,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,28.7,448.0,,,,,Data not reported,
3713,2018,Maryland,Percent of adults aged 18 years and older who have obesity,28.6,7139.0,,,,Male,,
3714,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,32.5,246.0,,,,,,Hispanic
3715,2018,Virginia,Percent of adults aged 18 years and older who have obesity,37.1,195.0,,,,,,2 or more races
3716,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,45.4,703.0,,35 - 44,,,,
3718,2018,Utah,Percent of adults aged 18 years and older who have obesity,29.7,897.0,,,,,"$15,000 - $24,999",
3719,2018,Kansas,Percent of adults aged 18 years and older who have obesity,33.3,1336.0,,,,,"$35,000 - $49,999",
3720,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,33.4,263.0,,,Less than high school,,,
3721,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,23.1,819.0,,,,,Data not reported,
3722,2018,New York,Percent of adults aged 18 years and older who have obesity,34.9,75.0,,,,,,Hawaiian/Pacific Islander
3723,2018,Georgia,Percent of adults aged 18 years and older who have obesity,33.9,2155.0,,,Some college or technical school,,,
